影片 ID,影片標題,發布日期,時長,觀看次數,按讚數,留言數,"觀看時數
(小時)",曝光次數,"曝光點
閱率(%)","預估收益
(USD)"
mI8k_BLRe9w,Line Rangers-觀眾投稿EP.573 || 滿才能皇帝－傳奇前十使用率過半！ ||,2026-02-09,5:25,"6,241",77,13,241.8,"39,475",13.34%,$6.33
_X2nQPFw0bg,Line Rangers-觀眾投稿EP.322 || 怎麼突然塔就沒了？對於環境的影響... ||,2024-05-11,3:24,"6,236",76,27,214.9,"53,644",9.27%,$8.80
7zvN7qxTn3E,Line Rangers 數據分析EP.102 || 2025年度回顧，誰是最強光暗坦？ ||,2026-01-11,8:40,"6,223",69,11,359.4,"51,477",9.92%,$7.69
o73E0t5yvsg,Line Ranger觀眾求救系列 EP.1 || 主困49關&95關-平民攻略!? ||,2022-05-05,2:16,"6,216",48,9,132.8,"171,012",2.81%,$4.96
EHrx8Bxf8_A,Line Rangers || 特殊關卡獎勵更新！新P寵資訊分析 ||,2023-02-15,2:37,"6,200",101,16,156.9,"37,778",13.47%,$8.35
2XOJ2vJUdSQ,"Line Ranger觀眾求救系列 EP.20 || 平均不到10秒的戰鬥！普轉範鴨媽媽回歸（平民通關主困105, 117, 119關） ||",2024-04-30,1:13,"6,191",69,22,87.6,"35,863",13.76%,$6.19
940BNjNijOQ,Line Rangers-觀眾投稿EP.79 || 鯊魚熊大立大功!居然把愛蜜莉雅壓著打? ||,2022-12-06,2:53,"6,183",60,18,165.1,"41,373",12.76%,$7.67
iAYkTNsfPmE,(有字幕)Line Rangers 數據分析EP.67 || 2025-3月傳奇PvP角色使用率！ ||,2025-03-30,5:52,"6,174",85,14,276.2,"51,368",9.89%,$4.26
5EtJSQ8QN2k,(有字幕)Line Rangers 數據分析EP.85 || 做夢環節～是時候再來偷偷看了！ ||,2025-09-21,8:53,"6,164",77,23,310.2,"49,556",10.08%,$7.56
fNem_zKiu08,Line Rangers 數據分析EP.88 || 2025-10月傳奇PvP角色使用率！ ||,2025-10-26,4:14,"6,158",78,11,202.2,"46,974",10.49%,$6.34
sYT6txNUaBw,Line Rangers-觀眾投稿EP.239 || 可愛的手手莎莉～最痛平民火打登場 ||,2023-11-03,3:08,"6,155",78,11,168.9,"42,413",11.69%,$9.40
D3ipnGiSMVo,Line Rangers-觀眾投稿EP.429 || 新礙礦對空登場！久違的光暗詹姆士 ||,2025-01-01,3:43,"6,147",73,17,200.7,"55,556",8.78%,$5.85
ZNeQaVGvIDE,LINE Rangers || 一月新年新寵即將登場！強度如何呢？ ||,2023-12-30,1:45,"6,147",85,9,111.5,"49,907",10.29%,$5.89
it1Vxd3foFQ,Line Rangers全員參戰-合作寵篇1,2023-04-04,1:09,"6,129",84,27,97.8,"37,915",13.66%,$7.29
3Xn1diH_38c,(有字幕)Line Rangers-觀眾投稿EP.492 || 櫻之戒獵熊－超進化就開剁坦克？ ||,2025-06-04,3:22,"6,122",67,14,174.3,"48,321",10.39%,$7.10
Gxx7B_AxeKU,Line Rangers-觀眾投稿EP.310 || 你絕對不陌生！但看到會很氣的杭特 ||,2024-04-09,3:00,"6,118",68,15,175.0,"42,528",11.42%,$8.77
FE72m0_kxo4,Line Rangers 數據分析EP.96 || 2025年度回顧，誰是最強火打？ ||,2025-12-21,10:01,"6,113",85,29,384.3,"57,706",8.97%,$5.19
bu51Gs4iPgE,Line Ranger觀眾求救系列 EP.18 || 主困129~130關-智慧型有物理攻擊也太可怕... ||,2023-01-18,2:48,"6,102",48,14,167.3,"45,603",11.56%,$7.97
DRzdWv9X_jU,(有字幕)Line Rangers 數據分析EP.65 || 2025-2月傳奇PvP角色使用率！ ||,2025-02-23,5:38,"6,091",78,19,262.1,"49,124",10.19%,$4.17
OZWe9HzRWXs,Line Rangers-觀眾投稿EP.298 || 利姆路還是好用的增礦寵嗎？ ||,2024-03-22,4:12,"6,070",72,15,207.6,"55,839",8.69%,$10.36
9oBQ7Nd9NBo,Line Rangers-觀眾投稿EP.422 || 妨礦隊重出江湖！對手滿江紅的時刻！ ||,2024-12-08,3:09,"6,067",69,12,165.6,"55,885",8.57%,$7.07
Vo7_00wn0Fg,Line Rangers始祖系列 EP.50 || 玫瑰香檳兔兔－顛覆世界的地圖砲 ||,2023-10-12,2:18,"6,055",75,16,141.6,"44,071",10.89%,$6.73
710oa20QsAA,Line Rangers-觀眾投稿EP.185 || 眾所期待的水對空！居然直接對空傷害第一!? ||,2023-07-07,3:40,"6,055",65,11,190.7,"41,484",12.08%,$10.86
SYuWGU99OJM,Line Rangers-觀眾投稿EP.553 || 洛伊德－無法破無敵的遺憾 ||,2025-12-02,3:44,"6,053",48,17,182.5,"52,441",9.65%,$5.12
9hj--yYVGhc,Line Rangers 數據分析EP.61 || 2024年度回顧，誰是最強對空？ ||,2025-01-02,4:30,"6,038",64,12,213.2,"50,020",10.08%,$4.65
mD6du2e-ACw,Line Rangers-觀眾投稿EP.231 || 傳奇場釋迦，讓投稿玩家實力大增？ ||,2023-10-15,2:26,"6,017",69,9,147.1,"42,747",11.51%,$8.28
Oe9vnobL6pc,Line Rangers 數據分析EP.10 || 木系合作打手數據分析－愛蜜莉亞持續被官方打壓？ ||,2023-06-02,3:52,"6,007",85,17,206.2,"55,458",9.53%,$8.87
DqKUINinP70,Line Rangers 數據分析EP.43 || 2024-8月份傳奇PvP角色使用率！ ||,2024-08-26,1:53,"5,995",93,26,116.1,"54,468",8.92%,$5.50
h8R5FHPbqNg,Line Rangers-觀眾投稿EP.201 || 小雷姆再現?年度最強的小獎登場 ||,2023-08-01,3:13,"5,994",67,27,170.4,"46,430",11.02%,$7.36
rDKGuQYk1Lk,(有字幕)Line Rangers 數據分析EP.66 || 幽魂鬼怪vs套皮魔術！礙礦坦克誰當家？ ||,2025-03-08,4:29,"5,964",88,20,219.9,"49,328",10.01%,$4.95
6iIz7r8KRck,Line Rangers-觀眾投稿EP.308 || 地圖炮禁言！初號機熊大強勢開砲 ||,2024-04-06,3:14,"5,959",88,14,157.1,"44,362",10.78%,$7.58
K8xTODbXNoM,Line Rangers-觀眾投稿EP.150 || 在PvP竟然遇到這些滿等九星！？ || @Kensu1012,2023-05-12,2:29,"5,940",52,8,132.9,"42,096",12.17%,$8.16
9tDRdYczuSg,Line Rangers-觀眾投稿EP.261 || 平民寵上傳奇，蘑菇開場定勝負!? ||,2024-01-09,1:40,"5,932",58,16,107.1,"44,177",11.10%,$7.23
B1oQ1MjWnPU,Line Rangers-觀眾投稿EP.211|| 黃金鱷魚部長－該刷牙了！ ||,2023-09-02,3:38,"5,927",64,10,185.4,"45,514",10.44%,$7.62
USakF1-taNU,Line Rangers-觀眾投稿EP.311 || 初代九星火打－瘋帽客居然打後排？ ||,2024-04-15,5:35,"5,926",61,10,224.6,"50,177",9.53%,$8.05
HXd8cU4t67g,Line Rangers始祖系列 EP.22 || 拳擊手史考特-無限之塔的炮灰王者 ||,2022-10-13,3:49,"5,924",55,17,186.5,"42,888",10.32%,$6.28
i5QKUSnZQvs,Line Rangers-觀眾投稿EP.323 || 復刻啦！最強的主唱熊大回歸！ ||,2024-05-16,3:33,"5,920",77,55,160.5,"40,555",11.97%,$7.76
fqUEIvUyE2I,Line Rangers隨手拍EP.82 || 雙大獎加倍！觀眾代抽4500鑽～ ||,2024-12-06,2:36,"5,902",65,27,148.8,"50,064",9.33%,$6.59
UKnx-2ymnLo,Line Rangers-觀眾投稿EP.561 || 初號機熊大－神裝讓老寵再戰三年！ ||,2025-12-24,3:55,"5,895",62,13,166.4,"43,234",11.54%,$3.47
kC5eQgXDeYs,Line Rangers隨手拍EP.51 || 死靈法師潔西卡-曾經的光暗神柱 ||,2024-01-03,3:31,"5,881",62,17,182.9,"54,914",8.98%,$9.46
OeNl7sw5tnU,Line Rangers-觀眾投稿EP.160 || 曾經超越九星的八星，無法完全替代的輔助 ||,2023-05-24,3:20,"5,880",69,23,170.6,"37,658",13.13%,$8.19
xEB6iQEXQCo,Line Rangers-觀眾投稿EP.262 || 天照兔兔－這技能範圍...會不會太超過？ ||,2024-01-11,3:18,"5,874",65,16,172.4,"47,877",10.38%,$10.88
wT2ltpXr_sE,Line Rangers-觀眾投稿EP.253 || 分身阿克婭－硬生生把礙礦玩成停產 ||,2023-12-09,3:17,"5,866",71,14,164.9,"49,835",9.94%,$8.32
AtZBg2n_Udg,(有字幕)Line Rangers-觀眾投稿EP.526 || 戰士熊大－解放才能卻小失望？ ||,2025-09-02,3:49,"5,849",60,16,173.6,"56,532",8.59%,$5.56
EvqgMcrHdC4,Line Rangers隨手拍EP.80 || 遍佈各地的騎士莎莉！平民對空崛起 ||,2024-10-11,3:03,"5,824",56,14,150.4,"46,287",10.04%,$6.05
yUNLuIGnMPk,LINE Rangers || 新石紀合作裝備－裝備分析+抽裝攻略 ||,2025-04-02,1:43,"5,815",66,30,103.5,"46,766",10.32%,$4.60
oJfLJLNbUGo,Line Rangers-觀眾投稿EP.566 || 傳奇黑虎－越級打怪的始祖寵！ ||,2026-01-14,4:54,"5,807",58,9,173.3,"38,623",12.69%,$5.57
wZoVhGVX7fY,Line Rangers-觀眾投稿EP.99 || 騎士莎莉不對空！？ ||,2023-01-25,2:14,"5,802",83,30,145.0,"42,831",11.23%,$8.81
m0v7EBU310E,Line Rangers-觀眾投稿EP.59 || 改版後的公會副本-暴力才是一切！ ||,2022-10-18,1:40,"5,797",43,16,102.2,"38,032",13.11%,$4.94
VSZn-TGmKz0,Line Rangers 數據分析EP.62 || 2025-1月傳奇PvP角色使用率！ ||,2025-01-28,3:58,"5,793",79,13,187.6,"49,028",9.43%,$5.50
fJk8XZw_J7Y,Line Rangers-觀眾投稿EP.82 || 月神熊大-少數的PVP暗打手 ||,2022-12-10,3:55,"5,793",57,24,189.7,"43,693",10.92%,$8.49
FQ_fenuJvKA,Line Rangers 數據分析EP.51 || 2024年度回顧，誰是最強木打？ ||,2024-12-05,4:01,"5,785",71,20,192.0,"45,035",10.03%,$5.93
5AUsGO5tSgo,Line Rangers-觀眾投稿EP.227 || 強化無感？大範圍持續解無敵有料？ ||,2023-10-07,3:53,"5,780",58,14,183.8,"44,622",10.31%,$7.15
DltB01cHpn0,Line Rangers全員參戰-自家寵篇1,2023-04-05,1:09,"5,775",95,17,94.9,"36,667",13.41%,$6.58
O8E_sWkdt4A,LINE Rangers || GACHIAKUTA合作！裝備分析＋抽裝攻略 ||,2025-10-02,1:43,"5,755",53,13,98.0,"45,433",9.51%,$6.57
QuvJzI_BJhY,Line Rangers-觀眾投稿EP.307 || 3+1後移陣！ ||,2024-04-05,3:03,"5,733",70,20,151.8,"42,718",10.83%,$7.91
6tixrbFuW60,Line Rangers-觀眾投稿EP.137 || 搗年糕熊大-都給我靠近點！ ||,2023-04-18,2:35,"5,731",68,17,154.1,"42,035",11.85%,$9.01
33vQxUINcsU,Line Rangers-觀眾投稿EP.111 || 這個男人太狠了，全七星裝備正義熊大出戰！ ||,2023-02-18,2:17,"5,720",52,12,117.4,"32,811",14.80%,$7.76
IfbGDcES2Jo,(有字幕)Line Rangers-觀眾投稿EP.459 || 武士莎莉－11週年專屬P寵 ||,2025-03-04,3:46,"5,704",74,23,158.7,"43,655",10.42%,$5.18
IoOZTgH5ifU,Line Rangers-觀眾投稿EP.87 || 超頂裝史萊姆，居然扛下愛蜜莉雅的傷害？ ||,2022-12-20,2:55,"5,700",50,12,153.3,"39,580",12.29%,$8.57
vfEdDxWZIDE,Line Rangers 數據分析EP.47 || 未來登場的新技能及能力？技能防護盾2強化！ ||,2024-10-13,2:58,"5,667",83,22,154.0,"41,332",11.09%,$5.66
ZxPDAbPDLgU,Line Rangers-觀眾投稿EP.301 || 聖誕弓箭上位版！麥克風力寵實戰～ ||,2024-03-28,3:53,"5,660",64,12,173.8,"53,113",8.43%,$9.35
i8Ygwu6U498,Line Rangers 數據分析EP.13 || 定位超像的兩隻火打！有安茲該不該抽花垣武道？ ||,2023-08-03,2:40,"5,652",71,20,139.1,"51,789",9.02%,$6.71
Fj-5WECVraQ,Line Rangers-觀眾投稿EP.375 || 三千台幣的跑跑寵？史上最爛的NFT！ ||,2024-09-10,4:15,"5,637",65,22,175.6,"41,168",10.71%,$5.63
wWfwM2j4_80,Line Rangers-觀眾投稿EP.408 || 魔術師熊大－捧得多高！就跌多慘！ ||,2024-11-09,3:04,"5,587",64,22,164.6,"49,299",9.40%,$9.36
hhSI0C1Iv1Q,Line Rangers-觀眾投稿EP.554 || 彭德－銀河界首席吉祥物！！ || @Kensu1012,2025-12-04,4:31,"5,585",67,23,164.6,"44,895",10.29%,$5.07
VaR6og0FdWQ,(有字幕)Line Rangers隨手拍EP.94 || 汽水兔兔－NFT屆的唯一王者 || @麻吉-e1c,2025-05-06,6:13,"5,583",51,19,217.3,"43,568",10.69%,$5.89
BL_Oi4yoV8U,Line Rangers 數據分析EP.99 || 2025年度回顧，誰是最強敏捷打？ ||,2025-12-30,12:57,"5,571",80,19,425.3,"55,448",8.35%,$5.48
QfsmmPLeNkU,Line Rangers-觀眾投稿EP.102 || 史萊姆合作復刻！超帥技能的利姆露來了～ ||,2023-02-02,4:20,"5,565",59,35,179.3,"44,758",10.51%,$8.82
pr9OxkAhqvU,Line Rangers隨手拍EP.28 || 平民的福音！會魅惑的造物神兔兔！ ||,2023-07-06,4:04,"5,562",70,16,183.9,"33,755",13.38%,$7.08
ZutzUXMGetY,Line Rangers 數據分析EP.31 X P寵大全EP.5 || 2023年度回顧，誰是最強P寵？ ||,2023-12-28,3:32,"5,558",76,9,148.4,"49,834",9.06%,$7.32
8EcVkE0QQrM,Line Rangers-觀眾投稿EP.417 || 最強五屬打手集結！超暴力傳奇戰開打 ||,2024-11-28,3:24,"5,545",70,11,130.3,"44,463",9.77%,$5.86
X-8GeMnkAoQ,Line Rangers-觀眾投稿EP.475 || 完全體千空—最後一擊真的有料？ ||,2025-04-08,2:41,"5,533",68,14,136.5,"44,982",10.17%,$4.97
L1x-En3izpc,Line Rangers-觀眾投稿EP.265 || 新年之龍與饅頭人－外型與實力成反比的角色 ||,2024-01-14,3:08,"5,498",35,4,142.0,"44,006",10.15%,$8.26
S49ItqmFrno,Line Rangers-觀眾投稿EP.562 || 疾風馬兔兔－新年首發不被看好？ ||,2026-01-01,4:29,"5,495",50,14,197.6,"38,254",12.05%,$4.25
denh_xbnD9c,(有字幕)Line Rangers隨手拍EP.95 || 聖代莎莉－打後排的玻璃砲？？ ||,2025-05-08,4:45,"5,483",54,8,175.5,"45,751",9.88%,$5.79
XuxrjKA42ZQ,Line Rangers-觀眾投稿EP.305 || 數據超高的小獎！但用途卻極為堪憂？ ||,2024-04-02,3:44,"5,483",61,10,165.7,"49,247",8.79%,$11.71
hH7owdZ8rik,(有字幕)Line Rangers隨手拍EP.99 || 魯迪烏斯－從低谷回歸的王者！ ||,2025-06-11,4:13,"5,475",69,20,166.6,"43,715",10.47%,$5.67
uzftQ8tjQBM,Line Rangers-觀眾投稿EP.94 || 宿月戰機，強勢降臨！ ||,2023-01-07,1:35,"5,475",56,21,98.7,"32,201",14.41%,$6.91
fPOYdScgM50,(有字幕)Line Rangers隨手拍EP.98 || 狂徒部長－玩家都必備的打手！ ||,2025-05-23,4:18,"5,474",50,26,165.0,"46,122",10.08%,$10.60
8L6Nef7eN6I,(有字幕)Line Rangers 數據分析EP.75 || 賭徒兔兔vs四怨－電暈女王落誰家？ ||,2025-06-17,6:08,"5,469",75,14,244.4,"51,695",8.98%,$7.23
qfNjSqEKSjg,LINE Rangers || 迷宮飯合作－裝備分析+抽裝攻略 ||,2025-02-02,1:43,"5,465",63,22,96.4,"44,242",10.05%,$5.69
BAR5-r_grZE,LINE Rangers || 2026新年活動！裝備分析＋抽裝攻略 ||,2026-01-04,2:07,"5,460",57,13,105.7,"42,133",10.05%,$4.34
_6gfD00EzTY,(有字幕)Line Rangers-觀眾投稿EP.446 || 萊歐斯－中規中矩的坦克 ||,2025-02-01,4:08,"5,451",80,15,169.6,"46,493",9.12%,$5.75
q481tE9d7YY,Line Rangers-觀眾投稿EP.463 || 屬強戰士熊大－轉職打手的坦克！ ||,2025-03-15,2:21,"5,442",60,8,112.5,"41,613",10.94%,$4.36
EBgtQToI4DQ,Line Rangers-觀眾投稿EP.369 || 滿等萬次郎！分身同歸參戰！ ||,2024-08-17,3:25,"5,442",57,26,150.7,"49,983",9.10%,$5.06
j5lZi7ak7Uc,Line Rangers-觀眾投稿EP.270 || 投手莎莉&龍盾－唯一分身+的重置！ ||,2024-01-21,3:48,"5,415",64,19,172.2,"53,005",8.47%,$8.37
KGu0aAV3ZZU,(有字幕)Line Rangers-觀眾投稿EP.500 || 500集特輯－9種PvP隊伍大串燒 ||,2025-06-20,8:11,"5,408",88,19,262.6,"49,414",8.78%,$8.61
8-NIW8VFa18,Line Rangers-觀眾投稿EP.336 || 九星的太一...體力居然被反超？ ||,2024-06-08,2:29,"5,404",51,9,123.4,"39,894",10.95%,$5.63
z_fsXX6yXoM,Line Rangers-觀眾投稿EP.392 || 夢魔女王兔兔！主打一個裝飾品？ ||,2024-10-08,3:10,"5,401",59,12,155.9,"43,909",9.89%,$4.20
HBbKsiQThnc,Line Rangers-觀眾投稿EP.139 || 傳奇魔法師詹姆士－終於是一隻堪用的P寵了 ||,2023-04-25,4:14,"5,389",63,10,161.5,"35,982",12.86%,$7.29
9C3m57KQwYM,Line Rangers隨手拍EP.60 || 光暗神柱與魔王的對決！ ||,2024-03-23,1:43,"5,378",64,12,92.1,"44,714",9.30%,$6.71
ZID39qGlRlo,Line Rangers隨手拍EP.119 || 紅鬼熊大－最強的公會戰平民坦？ ||,2025-11-13,5:40,"5,376",44,10,190.8,"50,503",8.98%,$5.47
h1feX6ylRl0,LINE Rangers銀河特攻隊 || 七月預告！居然是吹泡泡的榮恩！ ||,2025-06-27,5:57,"5,373",85,13,216.6,"45,332",9.76%,$8.08
sa-wMOoHtMM,Line Rangers-觀眾投稿EP.233 || 再次發動＋強行突破＝開場壓塔？ ||,2023-10-18,3:24,"5,364",68,10,167.9,"37,631",12.03%,$7.72
_HW5lKrzbnQ,Line Rangers-觀眾投稿EP.141 || 邪門歪道的無限110樓攻略－都2023了你還只拿她對空？ ||,2023-04-27,4:32,"5,346",44,15,169.5,"37,495",11.37%,$8.26
0FAQVGwStOw,Line Rangers-觀眾投稿EP.274 || 新爬分趨勢，超強的毅力偷塔！ ||,2024-01-29,1:43,"5,344",58,17,100.1,"50,326",8.78%,$6.52
0rWZdDa6lPE,LINE Rangers || 五月份禮包分析－自選聖誕強勢登場 ||,2024-05-04,1:06,"5,342",53,16,71.7,"37,951",11.36%,$4.48
SlVYL4nmFXM,Line Rangers-觀眾投稿EP.158 || 必中散彈槍，雙破無敵還有料嗎？ ||,2023-05-22,2:31,"5,342",52,7,126.3,"32,556",14.04%,$8.17
iaoteh_9HSs,Line Rangers隨手拍EP.118 || 任務條件終於改版！？ ||,2025-11-11,3:42,"5,338",66,6,140.1,"36,846",12.47%,$5.41
FxL7FOVyQew,LINE Rangers || 2025夏日裝備登場！裝備分析＋抽裝攻略 ||,2025-07-02,2:07,"5,335",65,12,108.2,"50,123",8.77%,$5.65
jxG9CzCKV1Y,Line Rangers始祖系列 EP.48 || 六件早期的合作裝備－強度甚至超越七星裝！？ ||,2023-10-02,2:23,"5,331",85,22,129.9,"43,060",10.35%,$6.61
Uwv9ZzDDr2k,Line Ranger隨手拍系列 EP.17 || 無限之塔130樓－魔王自帶回血的假象？ ||,2023-05-05,2:35,"5,304",37,11,131.6,"47,073",8.91%,$7.51
1rz25-6XabQ,Line Rangers-觀眾投稿EP.66 || 來唷！好吃的壽司～力量寵剋星降臨!? ||,2022-11-07,2:52,"5,295",42,10,149.9,"37,627",11.09%,$11.71
azrkLGFGIXg,Line Rangers 數據分析EP.105 || 2026-2月傳奇PvP角色使用率！ ||,2026-02-22,4:08,"5,292",66,10,182.5,"35,463",12.24%,$3.17
e-qfzZIjSq4,Line Rangers-觀眾投稿EP.273 || 壽司迪維特－百大的過氣寵之一? ||,2024-01-27,3:18,"5,284",62,9,163.8,"45,202",9.73%,$8.60
HjWfevBK7aA,LINE Rangers全新角色上線！好禮大放送！,2023-11-07,0:50,"5,284",95,570,40.6,"25,079",13.62%,$5.26
4oE46eFf47g,(有字幕)Line Rangers-觀眾投稿EP.528 || 手套汽水兔－貫穿地圖炮超暴力！ ||,2025-09-10,2:56,"5,270",55,15,141.2,"45,095",9.14%,$4.38
ZnBkhY0nzvk,Line Rangers-觀眾投稿EP.324 || 歪出CEO部長？沒事！來看看他的超猛變身！ ||,2024-05-17,3:37,"5,265",68,25,153.5,"40,741",10.48%,$6.49
PwxyUd0fQ1w,Line Rangers P寵大全 EP.3 || 白虎熊大－大範圍擊退！圖書館神寵之一！ ||,2023-11-17,3:16,"5,254",50,18,135.0,"40,598",10.44%,$5.20
YTDDfgSX2zk,Line Rangers隨手拍EP.117 || 女僕兔兔－她可以放棄治療了... ||,2025-11-02,4:28,"5,243",52,8,149.1,"39,241",10.98%,$4.74
eiUWEZs-DNY,Line Rangers-觀眾投稿EP.327 || 釋迦，一位打很痛的坦克 ||,2024-05-21,3:19,"5,219",63,15,144.5,"36,318",11.71%,$5.63
3dTL1kyLQnA,Line Ranger觀眾求救系列 EP.17 || 主困48關-超低門檻！可0光暗+0合作的平民隊伍 ||,2022-11-12,1:52,"5,219",32,13,101.1,"33,720",12.77%,$6.78
qefDLOEex8A,Line Rangers-觀眾投稿EP.202 || 七日派對角！綠衣莎莉實戰！ ||,2023-08-10,3:46,"5,214",33,19,142.3,"32,597",12.50%,$8.39
47KCCE67qSo,Line Rangers隨手拍EP.126 || 賭徒兔兔－終將被時代所淘汰？ ||,2026-01-29,5:12,"5,192",62,17,185.3,"43,477",9.92%,$5.40
IHc3w2bJ8O0,Line Rangers 數據分析EP.87 || 魯迪vs恩琴！新環境誰是最強木打？ ||,2025-10-15,5:36,"5,191",66,25,224.5,"40,487",10.24%,$4.22
6Gwgx3ZVHMk,Line Rangers隨手拍EP.125 || 河童復刻－聽有人說他被暗改了？ ||,2026-01-20,4:03,"5,178",58,15,178.4,"38,081",11.39%,$5.51
AYnBpzpgRFM,Line Rangers 數據分析EP.7 || 雙對空的對決－行為根本雙胞胎! 如何抉擇？ ||,2023-01-01,3:06,"5,169",46,15,144.9,"42,529",10.47%,$6.23
wymDm9Bm5mA,LINE Rangers銀河特攻隊 || 五月角色剪影公開！ ||,2025-04-28,4:14,"5,167",79,11,127.5,"33,702",12.14%,$6.40
eceI9Gqfcys,(有字幕)Line Rangers 數據分析EP.74 || 2025-5月傳奇PvP角色使用率！ ||,2025-05-25,3:37,"5,134",65,6,161.5,"40,196",10.29%,$7.08
drjseZt9_HE,Line Rangers-觀眾投稿EP.291 || 轉生礙礦的潛艇蟲，但效果差強人意？ ||,2024-03-05,3:14,"5,119",53,14,147.7,"45,539",8.95%,$7.22
8WFOM39IRoU,(有字幕)Line Rangers-觀眾投稿EP.520 || 帕瓦&暗詹－滿等才能的輸出極限！ ||,2025-08-10,3:51,"5,107",59,13,152.1,"43,940",9.33%,$5.43
u-Ca_HawEwI,Line Ranger-觀眾投稿EP.1 || 當你遇到雙複製+雙技能重製時... ||,2021-11-21,2:33,"5,106",43,7,104.8,"49,080",8.09%,$2.83
YwFsMhgE_IE,Line Rangers-觀眾投稿EP.96 || 主困117關之全自動打壓流 ||,2023-01-14,1:59,"5,105",40,19,103.0,"29,102",14.22%,$5.64
EZhsij39pEw,(有字幕)Line Rangers-觀眾投稿EP.485 || 魔術師熊大－時代唾棄的光坦克 || @94Littledevil,2025-05-16,4:43,"5,096",79,11,172.9,"46,885",9.20%,$6.00
mUMprCbjbVU,Line Ranger隨手拍系列 EP.14 || 最痛敏寵無誤－無限之塔超暴力輸出！ ||,2023-04-20,3:23,"5,093",60,20,156.2,"38,843",11.38%,$7.53
dLPHoLjy8eE,Line Ranger隨手拍系列 EP.10 || 關於變身之後的屬性，直接實測！ ||,2022-12-28,1:45,"5,091",45,17,102.9,"35,538",11.67%,$5.84
YM2_1Z0Xw2Y,Line Rangers 數據分析EP.50 || 2024-11月傳奇PvP角色使用率！ ||,2024-11-24,1:29,"5,077",43,10,79.5,"48,491",8.43%,$3.93
u8gE9_-E_60,Line Rangers始祖系列 EP.19 || 布朗尼-曾經玩家共通的回憶 ||,2022-09-27,1:15,"5,052",77,28,71.1,"27,968",12.32%,$2.51
5cMNydOhizg,Line Rangers 數據分析EP.81 || 2025-7月傳奇PvP角色使用率！ ||,2025-07-27,4:07,"5,048",66,11,167.4,"59,304",6.72%,$8.23
SAxrE5n_EaM,Line Rangers-觀眾投稿EP.558 || 安妮亞(制服)－課金即得的滿才能寵！ ||,2025-12-16,4:40,"5,040",55,11,155.2,"37,462",11.28%,$4.37
RHGUwDFDPTY,Line Rangers隨手拍EP.79 || 賭徒電暈派對！屬性命中開戰！ ||,2024-10-05,2:55,"5,038",54,16,135.5,"37,678",10.65%,$4.03
KOtas51P8oc,Line Rangers-觀眾投稿EP.400 || 眾多玩家的痛？當今最強增礦刃牙 ||,2024-10-22,3:00,"5,026",64,20,138.2,"34,606",11.81%,$6.89
gu8PuIa3iig,Line Ranger隨手拍系列 EP.4 || 主困97~102關-我感受到滿滿的礙產... ||,2022-07-01,4:35,"4,999",42,20,173.6,"36,121",11.59%,$4.63
hwleVSKZAR8,Line Rangers 數據分析EP.82 || 淀治vs萬次郎－差一年的強突毅力 ||,2025-08-17,4:54,"4,997",65,13,189.0,"54,743",7.60%,$5.13
cIecT_7MwEw,Line Rangers 數據分析EP.77 || 2025-6月傳奇PvP角色使用率！ ||,2025-06-29,2:13,"4,980",69,21,109.6,"44,687",8.86%,$6.66
4_AjG6l9tqM,Line Rangers-觀眾投稿EP.182 || NFT玩具兵饅頭人－官方換湯不換藥的神操作？ ||,2023-07-02,3:43,"4,976",68,17,150.1,"33,967",12.19%,$8.34
RjnLllM4UTc,Line Rangers-觀眾投稿EP.389 || 巨大化的朱朱？雙面刃的技能組 ||,2024-10-02,3:38,"4,968",57,12,151.9,"49,072",8.14%,$4.03
wyS9ffdCXBA,Line Rangers-觀眾投稿EP.437 || TAMAMA—80倍傷害你敢信？ ||,2025-01-16,3:07,"4,955",67,13,132.0,"41,561",9.63%,$5.27
ZhzSURp5k6M,(有字幕)Line Rangers隨手拍EP.93 || 獵人熊大與他的專屬鱷魚王劍！ || @麻吉-e1c,2025-05-05,4:07,"4,954",61,20,164.2,"46,353",8.86%,$5.25
RrU1xIHzeXo,Line Rangers 數據分析EP.80 || 貫穿率與抗性之間的關係！ ||,2025-07-23,8:16,"4,948",82,15,252.3,"55,489",7.27%,$5.74
ldAj13adX4s,Line Rangers-觀眾投稿EP.309 || 少見強化的合作寵！曾經的後排木打 ||,2024-04-07,3:55,"4,940",58,20,142.8,"42,141",9.27%,$6.41
WAtnQxPBO3M,(有字幕)Line Rangers-觀眾投稿EP.458 || 花旦兔兔－超討厭的嘲諷臉！！ ||,2025-03-02,4:34,"4,925",64,15,142.5,"47,947",7.96%,$4.48
8Ffj863Ge0g,(有字幕)Line Rangers 數據分析EP.71 || 2025-4月傳奇PvP角色使用率！ ||,2025-04-27,3:05,"4,920",66,20,129.7,"34,326",11.57%,$5.27
LJcZjI-fg9s,Line Rangers-觀眾投稿EP.267 || 明明很強的技能組，但乏人問津? || @94Littledevil,2024-01-17,2:57,"4,920",59,13,141.6,"42,148",9.91%,$7.48
0qLf0qa00uk,(有字幕)Line Rangers隨手拍EP.104 || 秋刀搖滾－終於獲得傷害強化！ ||,2025-08-06,5:52,"4,903",59,10,200.8,"46,419",8.46%,$5.69
